# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Parallel measurements at the KNMI terrain in De Bilt the Netherlands in the period 2016-2018 as described in T. Brandsma, Pagodemetingen De Bilt, Meterologica 1, p12-16, 2019. 
# 
# Location: LON(east) = 5.18,  LAT(north) = 52.1
# Altitude:    ALT(m) = 1.90
# 
# year = year;
# month = month;
# day = day;
# screen = screen type (Pagode or Stevenson)
# TMEAN = daily mean temperature measured from 0-0 UTC (degree Celsius); 
# TX = daily maximum temperature Pagode measured from 0-0 UTC (degree Celsius); 
# TN = daily minimum temperature measured from 0-0 UTC (degree Celsius); 
#
#
year,month,day,screen,TMEAN,TX,TN
2018,2,20,Stevenson,NA,NA,NA
2018,2,21,Pagode,0.6,5,-3.6
2018,2,21,Stevenson,0.3,4.7,-3.9
2018,2,22,Pagode,0.6,5.3,-2.4
2018,2,22,Stevenson,0.4,4.9,-2.5
2018,2,23,Pagode,-0.2,3.6,-3
2018,2,23,Stevenson,-0.4,3.2,-3.2
2018,2,24,Pagode,-0.2,3.4,-3.1
2018,2,24,Stevenson,-0.4,3.1,-3.2
2018,2,25,Pagode,-1.9,1.2,-4.5
2018,2,25,Stevenson,-2.1,0.8,-4.7
2018,2,26,Pagode,-3.1,0.1,-5.6
2018,2,26,Stevenson,-3.3,-0.3,-5.8
2018,2,27,Pagode,-3.2,0.3,-5.9
2018,2,27,Stevenson,-3.4,-0.1,-6.1
2018,2,28,Pagode,-6.4,-4.6,-8.3
2018,2,28,Stevenson,-6.6,-4.9,-8.5
2018,3,1,Pagode,-4.7,-0.7,-8.2
2018,3,1,Stevenson,-4.8,-0.9,-8.3
2018,3,2,Pagode,-3.7,-0.6,-7
2018,3,2,Stevenson,-3.8,-0.8,-7.1
2018,3,3,Pagode,-1.6,1.1,-4.3
2018,3,3,Stevenson,-1.7,1,-4.4
2018,3,4,Pagode,5.1,11.2,-1.7
2018,3,4,Stevenson,5,11.1,-1.9
2018,3,5,Pagode,7,12,3.9
2018,3,5,Stevenson,6.8,11.8,3.7
2018,3,6,Pagode,6,10.2,2.2
2018,3,6,Stevenson,5.8,9.9,2.1
2018,3,7,Pagode,6,9.6,1.3
2018,3,7,Stevenson,5.9,9.4,1.2
2018,3,8,Pagode,4.8,8.4,1.7
2018,3,8,Stevenson,4.7,8.1,1.5
2018,3,9,Pagode,6.7,9.6,2.9
2018,3,9,Stevenson,6.5,9.3,2.8
2018,3,10,Pagode,11.5,15.3,7.2
2018,3,10,Stevenson,11.3,15,7.2
2018,3,11,Pagode,10.6,14.1,8.3
2018,3,11,Stevenson,10.4,14,8.3
2018,3,12,Pagode,10.5,14.2,8.1
2018,3,12,Stevenson,10.3,14,7.9
2018,3,13,Pagode,5.7,8.9,3.8
2018,3,13,Stevenson,5.6,8.8,3.7
2018,3,14,Pagode,6.2,11.2,0.2
2018,3,14,Stevenson,6,11.1,0.1
2018,3,15,Pagode,7.5,10.9,4
2018,3,15,Stevenson,7.4,10.7,3.8
2018,3,16,Pagode,4,6.3,0.1
2018,3,16,Stevenson,3.9,6.2,0
2018,3,17,Pagode,-1.3,0.1,-2.5
2018,3,17,Stevenson,-1.4,0,-2.6
2018,3,18,Pagode,-0.9,1.2,-2.8
2018,3,18,Stevenson,-1,1,-3
2018,3,19,Pagode,-0,4.9,-3.7
2018,3,19,Stevenson,-0.2,4.6,-3.8
2018,3,20,Pagode,3.8,8.3,-1.5
2018,3,20,Stevenson,3.6,7.9,-1.6
2018,3,21,Pagode,3.6,8.2,-2.7
2018,3,21,Stevenson,3.4,8,-2.8
2018,3,22,Pagode,6.6,10.6,4.1
2018,3,22,Stevenson,6.4,10.2,4
2018,3,23,Pagode,6.3,7.3,5.3
2018,3,23,Stevenson,6.2,7.1,5.2
2018,3,24,Pagode,6.8,12.5,1.3
2018,3,24,Stevenson,6.7,12.5,1
2018,3,25,Pagode,5.9,13.3,-0.6
2018,3,25,Stevenson,5.6,12.8,-0.8
2018,3,26,Pagode,4.8,11.3,0.4
2018,3,26,Stevenson,4.5,10.9,0.2
2018,3,27,Pagode,NA,NA,NA
2018,3,27,Stevenson,NA,NA,NA
2018,3,28,Pagode,6.1,7.8,2.9
2018,3,28,Stevenson,5.9,7.6,2.7
2018,3,29,Pagode,6.8,10.7,3.7
2018,3,29,Stevenson,6.6,10.9,3.6
2018,3,30,Pagode,9.2,13.8,5.3
2018,3,30,Stevenson,9,13.5,5.2
2018,3,31,Pagode,7.4,12.3,3.1
2018,3,31,Stevenson,7.2,12.3,2.9
2018,4,1,Pagode,5.1,8.2,1
2018,4,1,Stevenson,5,7.9,0.9
2018,4,2,Pagode,7.7,12.3,1
2018,4,2,Stevenson,7.5,12.2,0.7
2018,4,3,Pagode,12.9,17.2,9.3
2018,4,3,Stevenson,12.7,16.9,9.2
2018,4,4,Pagode,10.5,14.7,8.2
2018,4,4,Stevenson,10.3,14.4,8.1
2018,4,5,Pagode,6.5,10.3,0.7
2018,4,5,Stevenson,6.3,9.8,0.5
2018,4,6,Pagode,9,15,0.7
2018,4,6,Stevenson,8.8,14.8,0.4
2018,4,7,Pagode,14.5,21.8,9
2018,4,7,Stevenson,14.3,21.6,8.9
2018,4,8,Pagode,15.4,23.3,8.8
2018,4,8,Stevenson,15.2,23.1,8.6
2018,4,9,Pagode,12.8,17.9,9.3
2018,4,9,Stevenson,12.6,17.5,9.2
2018,4,10,Pagode,15.7,20.5,10.2
2018,4,10,Stevenson,15.5,20.3,10
2018,4,11,Pagode,13,17.6,9.3
2018,4,11,Stevenson,12.8,17.4,9.1
2018,4,12,Pagode,10.7,14.7,7.4
2018,4,12,Stevenson,10.6,14.3,7.3
2018,4,13,Pagode,10.2,14.7,4.3
2018,4,13,Stevenson,10,14.4,4.1
2018,4,14,Pagode,11.6,16.5,6.8
2018,4,14,Stevenson,11.4,16.3,6.7
2018,4,15,Pagode,12.9,17.1,9.6
2018,4,15,Stevenson,12.7,16.8,9.4
2018,4,16,Pagode,11.9,16.2,5.6
2018,4,16,Stevenson,11.6,15.9,5.4
2018,4,17,Pagode,13.4,20.6,5.9
2018,4,17,Stevenson,13.1,20.4,5.6
2018,4,18,Pagode,17,24.1,7.5
2018,4,18,Stevenson,16.8,24,7.2
2018,4,19,Pagode,20.4,28.3,11.6
2018,4,19,Stevenson,20.2,28.1,11.4
2018,4,20,Pagode,18.8,27,11.1
2018,4,20,Stevenson,18.4,26.7,10.9
2018,4,21,Pagode,16,22.7,8.7
2018,4,21,Stevenson,15.7,22.3,8.7
2018,4,22,Pagode,18.1,26.6,10.5
2018,4,22,Stevenson,17.8,26.1,10.3
2018,4,23,Pagode,13.5,16.8,9.8
2018,4,23,Stevenson,13.2,16.1,9.7
2018,4,24,Pagode,12.9,15.5,9.5
2018,4,24,Stevenson,12.7,15.1,9.4
2018,4,25,Pagode,11.8,14.6,8.5
2018,4,25,Stevenson,11.6,14.2,8.4
2018,4,26,Pagode,10.5,13.9,7.1
2018,4,26,Stevenson,10.2,13.4,6.8
2018,4,27,Pagode,10.7,15.1,4.3
2018,4,27,Stevenson,10.4,14.8,4.1
2018,4,28,Pagode,12,14.9,5.9
2018,4,28,Stevenson,11.8,14.6,5.7
2018,4,29,Pagode,9.3,12.3,3.8
2018,4,29,Stevenson,9.2,12.2,3.6
2018,4,30,Pagode,9.6,13.3,5.8
2018,4,30,Stevenson,9.5,13,5.7
2018,5,1,Pagode,8.2,13.3,3
2018,5,1,Stevenson,7.9,12.8,2.7
2018,5,2,Pagode,11.1,17.3,2.3
2018,5,2,Stevenson,10.8,17,2.1
2018,5,3,Pagode,10.9,16,4.8
2018,5,3,Stevenson,10.5,15.5,4.6
2018,5,4,Pagode,12.4,18.5,3.1
2018,5,4,Stevenson,12.1,18,2.9
2018,5,5,Pagode,15.4,22.8,6.3
2018,5,5,Stevenson,15.1,22.3,6.1
2018,5,6,Pagode,18.3,26.8,7.7
2018,5,6,Stevenson,18,26.3,7.5
2018,5,7,Pagode,19,26.1,9.9
2018,5,7,Stevenson,18.7,25.6,9.8
2018,5,8,Pagode,20,27.3,11.9
2018,5,8,Stevenson,19.7,27,11.7
2018,5,9,Pagode,18.4,25.9,11
2018,5,9,Stevenson,18.1,25.4,10.8
2018,5,10,Pagode,12.4,17.4,6.3
2018,5,10,Stevenson,12.1,16.8,6.1
2018,5,11,Pagode,12.8,19.5,3.3
2018,5,11,Stevenson,12.6,18.9,3.1
2018,5,12,Pagode,17.7,23.9,8.3
2018,5,12,Stevenson,17.5,23.7,7.9
2018,5,13,Pagode,13.5,16.8,11.2
2018,5,13,Stevenson,13.2,16.7,11.1
2018,5,14,Pagode,18.9,26.7,11.2
2018,5,14,Stevenson,18.6,26.2,11.1
2018,5,15,Pagode,19.6,25.1,13.2
2018,5,15,Stevenson,19.4,24.6,13
2018,5,16,Pagode,15.3,21.8,11.1
2018,5,16,Stevenson,15.1,21.1,10.9
2018,5,17,Pagode,11.8,15.9,8.4
2018,5,17,Stevenson,11.5,15.3,8.2
2018,5,18,Pagode,11.2,14.8,7.9
2018,5,18,Stevenson,10.9,14.2,7.7
2018,5,19,Pagode,11.4,14.3,7
2018,5,19,Stevenson,11.2,14.2,6.8
2018,5,20,Pagode,15.9,24.6,5.6
2018,5,20,Stevenson,15.6,24.2,5.3
2018,5,21,Pagode,19.7,25.7,10.2
2018,5,21,Stevenson,19.4,25.1,9.9
2018,5,22,Pagode,18.5,24.6,14.7
2018,5,22,Stevenson,18.3,24,14.6
2018,5,23,Pagode,19,25.3,14.4
2018,5,23,Stevenson,18.8,24.9,14.3
2018,5,24,Pagode,18.6,22.8,13.7
2018,5,24,Stevenson,18.4,22.5,13.5
2018,5,25,Pagode,21,26.5,16.2
2018,5,25,Stevenson,20.7,26.3,16
2018,5,26,Pagode,23.4,29.5,15.4
2018,5,26,Stevenson,23.2,29.2,15.2
2018,5,27,Pagode,20.7,26.3,15.6
2018,5,27,Stevenson,20.5,26,15.5
2018,5,28,Pagode,22.9,30.2,13.9
2018,5,28,Stevenson,22.7,29.6,13.8
2018,5,29,Pagode,22.1,31.5,18
2018,5,29,Stevenson,21.9,30.9,17.8
2018,5,30,Pagode,21.7,26.9,17
2018,5,30,Stevenson,21.5,26.6,16.9
2018,5,31,Pagode,20.5,24.3,17.2
2018,5,31,Stevenson,20.3,23.9,17.2
2018,6,1,Pagode,17.9,24.2,14.5
2018,6,1,Stevenson,17.7,23.4,14.4
2018,6,2,Pagode,17.2,20.6,15.1
2018,6,2,Stevenson,17,20.2,15
2018,6,3,Pagode,19.6,24,15.6
2018,6,3,Stevenson,19.4,23.6,15.5
2018,6,4,Pagode,18.5,23.8,15.8
2018,6,4,Stevenson,18.3,23.3,15.6
2018,6,5,Pagode,17.1,20.8,13.4
2018,6,5,Stevenson,16.8,20.4,13.2
2018,6,6,Pagode,NA,NA,NA
2018,6,6,Stevenson,NA,NA,NA
2018,6,7,Pagode,22.8,29,13.6
2018,6,7,Stevenson,22.5,28.7,13.6
2018,6,8,Pagode,18.6,20.1,17.4
2018,6,8,Stevenson,18.5,20,17.2
2018,6,9,Pagode,20,25.4,16.1
2018,6,9,Stevenson,19.7,24.9,15.9
2018,6,10,Pagode,18.6,23.1,13.7
2018,6,10,Stevenson,18.3,22.7,13.5
2018,6,11,Pagode,17.3,22.8,10.4
2018,6,11,Stevenson,17,22.4,10.3
2018,6,12,Pagode,15,16.9,13.1
2018,6,12,Stevenson,14.8,16.6,12.9
2018,6,13,Pagode,15.1,19.8,10.1
2018,6,13,Stevenson,14.8,19.2,9.8
2018,6,14,Pagode,15.8,20,9.4
2018,6,14,Stevenson,15.5,19.7,9.2
2018,6,15,Pagode,19.1,24.9,15
2018,6,15,Stevenson,18.8,24.4,14.9
2018,6,16,Pagode,17.7,21.4,14.7
2018,6,16,Stevenson,17.4,20.8,14.5
2018,6,17,Pagode,15.7,18.4,14
2018,6,17,Stevenson,15.5,17.9,13.7
2018,6,18,Pagode,16.8,19.1,14.7
2018,6,18,Stevenson,16.6,18.8,14.6
2018,6,19,Pagode,17.9,20.5,14.6
2018,6,19,Stevenson,17.7,20.2,14.6
2018,6,20,Pagode,19.2,25.3,14.4
2018,6,20,Stevenson,18.9,24.9,14.3
2018,6,21,Pagode,14.7,17.7,11.5
2018,6,21,Stevenson,14.5,17.6,11.4
2018,6,22,Pagode,13.5,17.3,8.7
2018,6,22,Stevenson,13.3,16.7,8.4
2018,6,23,Pagode,15.1,20.4,8.4
2018,6,23,Stevenson,14.9,19.8,8.2
2018,6,24,Pagode,14.9,18.3,10.4
2018,6,24,Stevenson,14.7,17.9,10.3
2018,6,25,Pagode,16.8,21.8,11
2018,6,25,Stevenson,16.6,21.4,10.8
2018,6,26,Pagode,16.4,21.8,9.7
2018,6,26,Stevenson,16.1,21.3,9.6
2018,6,27,Pagode,18.3,24.8,10.5
2018,6,27,Stevenson,18,24.4,10.3
2018,6,28,Pagode,21.7,27.3,14.8
2018,6,28,Stevenson,21.4,26.9,14.6
2018,6,29,Pagode,19.9,26.7,13.6
2018,6,29,Stevenson,19.6,26.2,13.4
2018,6,30,Pagode,21.7,28.5,13.1
2018,6,30,Stevenson,21.4,28,12.9
2018,7,1,Pagode,21.9,27,16.2
2018,7,1,Stevenson,21.6,26.5,16.1
2018,7,2,Pagode,21.2,27.2,13.5
2018,7,2,Stevenson,20.9,26.7,13.2
2018,7,3,Pagode,20,26.4,12.5
2018,7,3,Stevenson,19.7,26,12.3
2018,7,4,Pagode,19.6,25.7,13.4
2018,7,4,Stevenson,19.3,25.1,13.2
2018,7,5,Pagode,19.2,24.7,14
2018,7,5,Stevenson,18.8,24.1,13.7
2018,7,6,Pagode,19.8,25.1,13.7
2018,7,6,Stevenson,19.5,24.7,13.5
2018,7,7,Pagode,19,25.4,10.7
2018,7,7,Stevenson,18.7,24.9,10.5
2018,7,8,Pagode,18.9,24.8,10.6
2018,7,8,Stevenson,18.6,24.3,10.4
2018,7,9,Pagode,17.8,22.9,12.5
2018,7,9,Stevenson,17.6,22.5,12.5
2018,7,10,Pagode,16.3,21.7,11.3
2018,7,10,Stevenson,16,21.2,11.1
2018,7,11,Pagode,17.9,23,11
2018,7,11,Stevenson,17.7,22.6,10.9
2018,7,12,Pagode,19.3,25.1,13.7
2018,7,12,Stevenson,19,24.6,13.5
2018,7,13,Pagode,18.8,24.9,12.7
2018,7,13,Stevenson,18.5,24.3,12.6
2018,7,14,Pagode,19.2,25.3,12
2018,7,14,Stevenson,18.9,24.7,11.9
2018,7,15,Pagode,21.5,28.9,12
2018,7,15,Stevenson,21.3,28.6,11.9
2018,7,16,Pagode,23.2,30.2,12.7
2018,7,16,Stevenson,23,29.6,12.4
2018,7,17,Pagode,20.6,26.2,12.7
2018,7,17,Stevenson,20.2,25.4,12.6
2018,7,18,Pagode,19.3,25.5,10.7
2018,7,18,Stevenson,19,25.1,10.7
2018,7,19,Pagode,20.1,26.1,13
2018,7,19,Stevenson,19.8,25.9,12.9
2018,7,20,Pagode,19.6,25.6,11.6
2018,7,20,Stevenson,19.3,25.2,11.5
2018,7,21,Pagode,21.3,27.4,15.2
2018,7,21,Stevenson,21,27,14.9
2018,7,22,Pagode,20.9,27.1,14.3
2018,7,22,Stevenson,20.5,26.7,14
2018,7,23,Pagode,22.9,30.1,13.6
2018,7,23,Stevenson,22.6,29.9,13.4
2018,7,24,Pagode,24.8,32.1,16.7
2018,7,24,Stevenson,24.6,31.8,16.6
2018,7,25,Pagode,24.4,30.7,18.8
2018,7,25,Stevenson,24.2,30.3,18.8
2018,7,26,Pagode,27.9,36.3,19.4
2018,7,26,Stevenson,27.7,36,19.3
2018,7,27,Pagode,30.2,35.9,22.6
2018,7,27,Stevenson,30,35.5,22.5
2018,7,28,Pagode,20.6,24.3,13.9
2018,7,28,Stevenson,20.4,23.9,13.7
2018,7,29,Pagode,21.5,26.7,14.6
2018,7,29,Stevenson,21.3,26.4,14.5
2018,7,30,Pagode,24.3,30.9,17.5
2018,7,30,Stevenson,24,30.6,17.3
2018,7,31,Pagode,21,26.8,13.7
2018,7,31,Stevenson,20.7,26.3,13.5
2018,8,1,Pagode,20.6,28,11.7
2018,8,1,Stevenson,20.4,27.8,11.5
2018,8,2,Pagode,23.1,30.3,15.5
2018,8,2,Stevenson,22.8,29.9,15.4
2018,8,3,Pagode,24.2,31.2,14.9
2018,8,3,Stevenson,24,30.7,14.8
2018,8,4,Pagode,22.9,29,17
2018,8,4,Stevenson,22.6,28.4,16.9
2018,8,5,Pagode,20.9,25.8,15.1
2018,8,5,Stevenson,20.7,25.4,15.1
2018,8,6,Pagode,23.6,31.8,14.4
2018,8,6,Stevenson,23.4,31.5,14.2
2018,8,7,Pagode,26.3,34.6,15
2018,8,7,Stevenson,26.1,34.4,15
2018,8,8,Pagode,19.9,23.4,12.9
2018,8,8,Stevenson,19.7,22.9,12.7
2018,8,9,Pagode,17.5,22.8,11.8
2018,8,9,Stevenson,17.3,22.6,11.7
2018,8,10,Pagode,16.7,21.4,12.1
2018,8,10,Stevenson,16.5,21.1,11.8
2018,8,11,Pagode,15.7,21.1,11.4
2018,8,11,Stevenson,15.4,20.7,11.1
2018,8,12,Pagode,19.9,27.3,11.6
2018,8,12,Stevenson,19.7,27.1,11.3
2018,8,13,Pagode,18.9,22.1,16.4
2018,8,13,Stevenson,18.7,21.8,16.2
2018,8,14,Pagode,18.9,22.7,15.9
2018,8,14,Stevenson,18.7,22.1,15.8
2018,8,15,Pagode,19.8,22.7,16
2018,8,15,Stevenson,19.6,22.4,15.7
2018,8,16,Pagode,18.8,23.8,15.4
2018,8,16,Stevenson,18.6,23.5,15.2
2018,8,17,Pagode,17.8,23.7,11.8
2018,8,17,Stevenson,17.6,23.2,11.6
2018,8,18,Pagode,17.8,21.7,11.2
2018,8,18,Stevenson,17.6,21.4,11
2018,8,19,Pagode,19.6,22.9,17.2
2018,8,19,Stevenson,19.4,22.7,17
2018,8,20,Pagode,19.8,23.7,15.1
2018,8,20,Stevenson,19.7,23.6,15
2018,8,21,Pagode,20.3,26.3,14.8
2018,8,21,Stevenson,20.1,26,14.7
2018,8,22,Pagode,20.1,25.6,14.2
2018,8,22,Stevenson,19.8,25.1,14
2018,8,23,Pagode,18.6,22.4,13.4
2018,8,23,Stevenson,18.4,22.2,13.2
2018,8,24,Pagode,15.8,19.8,11
2018,8,24,Stevenson,15.5,19.4,10.8
2018,8,25,Pagode,12.8,17.1,9.4
2018,8,25,Stevenson,12.5,16.9,9.3
2018,8,26,Pagode,14.6,19.6,7.7
2018,8,26,Stevenson,14.4,19.2,7.7
2018,8,27,Pagode,17.1,19.5,13.4
2018,8,27,Stevenson,16.9,19.1,13.2
2018,8,28,Pagode,17.2,21.7,11.3
2018,8,28,Stevenson,17,21.4,11.3
2018,8,29,Pagode,14.9,20,9.1
2018,8,29,Stevenson,14.8,19.7,9
2018,8,30,Pagode,15.4,20.4,9.2
2018,8,30,Stevenson,15.1,19.9,8.9
2018,8,31,Pagode,12.9,18.2,7.3
2018,8,31,Stevenson,12.7,18.1,7.2
