# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Parallel measurements at the KNMI terrain in De Bilt the Netherlands in the period 1947-1950 as described in T. Brandsma, Pagodemetingen De Bilt, Meterologica 1, p12-16, 2019. 
# 
# Location: LON(east) = 5.18,  LAT(north) = 52.1
# Altitude:    ALT(m) = 1.90
# 
# year = year;
# month = month;
# day = day;
# TN_Pag = daily minimum temperature Pagode measured from 19-19 UTC (degree Celsius); 
# TX_Pag = daily maximum temperature Pagode measured from 19-19 UTC (degree Celsius); 
# TN_Stev = daily minimum temperature Stevenson measured from 19-19 UTC (degree Celsius); 
# TX_Stev = daily maximum temperature Stevenson measured from 19-19 UTC (degree Celsius); 
# period = observation period (1 = 25 Mar 1947 - 28 Feb 1949, 2 = 1 Mar 1949 - 31 Mar 1950, 3 = 1 Apr 1950 - 31 Aug 1950)
#
#
year,month,day,TN_Pag,TX_Pag,TN_Stev,TX_Stev,period
1949,12,15,-0.5,4.6,-0.5,4.6,period 2
1949,12,16,-0.7,5.4,-0.5,5.7,period 2
1949,12,17,3.9,9.8,4.3,9.8,period 2
1949,12,18,3.7,6.3,3.7,6.6,period 2
1949,12,19,4.1,10.2,4.4,10.1,period 2
1949,12,20,2,7.8,2.2,8.2,period 2
1949,12,21,1.5,6.1,1.6,6.1,period 2
1949,12,22,-2.7,2.9,-2.5,3.5,period 2
1949,12,23,0.9,6,0.6,5.8,period 2
1949,12,24,1.7,4.9,1.7,5.2,period 2
1949,12,25,0.1,2,0.6,1.9,period 2
1949,12,26,0.8,9.1,0.7,9.1,period 2
1949,12,27,5.8,10.8,6.1,10.9,period 2
1949,12,28,7.1,8.9,7.2,8.9,period 2
1949,12,29,5.6,7.3,5.6,7.2,period 2
1949,12,30,2,6,2.1,5.9,period 2
1949,12,31,-0.7,3.5,-0.9,3.9,period 2
1950,1,1,-3.8,1.7,-4.1,1.8,period 2
1950,1,2,-2.1,8.1,-1.8,8.1,period 2
1950,1,3,3.1,7.6,3.4,7.9,period 2
1950,1,4,2.8,5.8,3.4,5.8,period 2
1950,1,5,2.7,7.4,3.2,7.5,period 2
1950,1,6,3.6,8,3.5,8.2,period 2
1950,1,7,5.6,8.9,5.5,9.4,period 2
1950,1,8,3,8.4,3.3,8.6,period 2
1950,1,9,0.7,5.9,0.9,7,period 2
1950,1,10,-2.2,7.7,-2.3,7.8,period 2
1950,1,11,6.6,10.1,6.6,10.1,period 2
1950,1,12,2.5,10,2.6,9.9,period 2
1950,1,13,-0.8,4.6,-0.7,5.1,period 2
1950,1,14,4.5,8.9,4.7,8.8,period 2
1950,1,15,5.3,9,5.5,9.2,period 2
1950,1,16,2.7,8.9,2.3,9,period 2
1950,1,17,1.2,6.1,1.2,6.2,period 2
1950,1,18,-1,3.9,-0.7,4.1,period 2
1950,1,19,-4.1,-0.2,-3.9,0,period 2
1950,1,20,-7.5,-1.2,-7.3,-1,period 2
1950,1,21,-6.3,1.7,-6,1.8,period 2
1950,1,22,-0.1,1.7,-0.1,1.8,period 2
1950,1,23,-2.5,2.8,-2.7,2.8,period 2
1950,1,24,-7.6,-1.9,-7.4,-1.7,period 2
1950,1,25,-9.6,-2.8,-9.6,-2,period 2
1950,1,26,-11,0.3,-10.6,1,period 2
1950,1,27,-9.5,1.1,-9.8,1.2,period 2
1950,1,28,-8.2,-0.3,-7.7,-0.1,period 2
1950,1,29,-9.3,-1.8,-9.1,-1.8,period 2
1950,1,30,-11.9,-1.9,-13.5,-1.1,period 2
1950,1,31,-6.1,1.1,-6.2,1.1,period 2
1950,2,1,0.7,4.3,1,4.5,period 2
1950,2,2,2.8,5.4,3,5.3,period 2
1950,2,3,3.1,9.9,3.4,9.9,period 2
1950,2,4,5.7,9,6,8.8,period 2
1950,2,5,4.9,8.3,5.3,8.4,period 2
1950,2,6,4.3,9,4.5,9.2,period 2
1950,2,7,1.9,8.4,1.8,8.7,period 2
1950,2,8,3.2,8.1,3.4,8,period 2
1950,2,9,0.9,3.9,1.1,4,period 2
1950,2,10,1.9,10.2,2.3,10.3,period 2
1950,2,11,4.8,10.2,5.1,10.3,period 2
1950,2,12,3.5,7.2,3.6,7.4,period 2
1950,2,13,2.6,9.3,2.9,9.4,period 2
1950,2,14,1.8,6.7,2,6.9,period 2
1950,2,15,0.8,10.6,1.5,10.8,period 2
1950,2,16,9.3,11.2,9.4,11.5,period 2
1950,2,17,4.5,15.9,4.6,16.1,period 2
1950,2,18,6.8,14.8,7.3,15.6,period 2
1950,2,19,4,12.8,4.9,12.9,period 2
1950,2,20,7.1,10,7.1,10.1,period 2
1950,2,21,3.8,7.9,3.7,7.9,period 2
1950,2,22,-0.1,8.2,-0.3,8.6,period 2
1950,2,23,-2.4,7,-2.3,7.1,period 2
1950,2,24,2.3,8,2.8,8.2,period 2
1950,2,25,3.8,10.4,3.9,10.7,period 2
1950,2,26,-0.8,3.8,-0.6,4,period 2
1950,2,27,-3.4,5.6,-3.9,5.6,period 2
1950,2,28,-4.3,6.2,-4.5,5.9,period 2
1950,3,1,-3,5.1,-2.9,4.8,period 2
1950,3,2,-5.2,6.8,-5.1,6.8,period 2
1950,3,3,-0.9,8.1,-0.5,7.7,period 2
1950,3,4,4.6,11.2,4.7,10.8,period 2
1950,3,5,4.2,12.2,4.4,12.6,period 2
1950,3,6,6.6,11.4,6.5,11.6,period 2
1950,3,7,-1,14.8,-0.7,15.5,period 2
1950,3,8,-0.8,14.5,-0.5,14.6,period 2
1950,3,9,3.1,8.8,3.2,9,period 2
1950,3,10,1.9,7.7,2.1,7.9,period 2
1950,3,11,-1,7.3,-1.1,7.7,period 2
1950,3,12,1.9,8.3,2.1,8.2,period 2
1950,3,13,0.1,6.5,-0.4,6.4,period 2
1950,3,14,-1,5.4,-1.1,5.8,period 2
1950,3,15,2.1,13.9,2.3,14,period 2
1950,3,16,5.8,14.8,5.5,14.8,period 2
1950,3,17,8.7,11.4,8.6,11.5,period 2
1950,3,18,5.8,16.2,6.3,16.2,period 2
1950,3,19,8.6,13.1,8.7,13.6,period 2
1950,3,20,4.1,13.3,4.6,12.8,period 2
1950,3,21,8,12.4,8.1,12.4,period 2
1950,3,22,5.4,10.3,5.6,10.3,period 2
1950,3,23,4.8,12.7,4.5,12.8,period 2
1950,3,24,9.3,12.9,9.2,12.7,period 2
1950,3,25,3.2,9.3,3.4,9.6,period 2
1950,3,26,5.1,14.3,5.5,14.6,period 2
1950,3,27,2.4,15.2,2.7,14.8,period 2
1950,3,28,2.8,11,2.9,10.4,period 2
1950,3,29,2.1,8.8,2.1,8.6,period 2
1950,3,30,3.2,9.3,3.4,9.9,period 2
1950,3,31,0,8,NA,NA,period 2
1950,4,1,6.7,12.3,6.8,12.7,period 3
1950,4,2,5.1,11.3,5.5,11.2,period 3
1950,4,3,3.6,10,3.7,9.8,period 3
1950,4,4,2.8,9.3,3.4,9.5,period 3
1950,4,5,5.2,10.9,5.4,10.3,period 3
1950,4,6,4.8,13.3,5.2,13,period 3
1950,4,7,2,16,1.1,15.8,period 3
1950,4,8,6.1,17,5.7,16.7,period 3
1950,4,9,7,12.6,7,12.6,period 3
1950,4,10,4.8,9.3,4.6,9.3,period 3
1950,4,11,4.8,9,4.9,9.1,period 3
1950,4,12,3.7,11,4.1,10.1,period 3
1950,4,13,-0.6,10.3,-0.2,9.6,period 3
1950,4,14,-0.2,10.2,-0.3,9.8,period 3
1950,4,15,2.5,12.4,2.6,11.9,period 3
1950,4,16,4,11.1,4.1,9.9,period 3
1950,4,17,-0.4,14,-0.2,13.3,period 3
1950,4,18,4.4,14.2,4.5,13.9,period 3
1950,4,19,7.4,14.9,7.8,14.5,period 3
1950,4,20,5.9,18.3,5.8,17.6,period 3
1950,4,21,4.1,17,4.1,16.7,period 3
1950,4,22,7.2,14.1,7.3,14,period 3
1950,4,23,3.1,14,2.7,13.8,period 3
1950,4,24,4.9,10.1,5.2,10.2,period 3
1950,4,25,-0.3,6.9,-0.2,6,period 3
1950,4,26,-0.8,9,-0.8,9.1,period 3
1950,4,27,2,9,2.2,8,period 3
1950,4,28,3.2,11.1,3.3,10.8,period 3
1950,4,29,4.7,12.1,4.6,11.6,period 3
1950,4,30,6.1,17.8,6.4,16.5,period 3
1950,5,1,8.8,24,8.4,22.7,period 3
1950,5,2,10.1,19.2,10.2,18.6,period 3
1950,5,3,7,13.8,7.2,13,period 3
1950,5,4,6.9,12.5,7.3,12.4,period 3
1950,5,5,5.4,11,5.4,10.9,period 3
1950,5,6,7,14.3,7.3,13.5,period 3
1950,5,7,3.4,16.9,3.4,15.7,period 3
1950,5,8,8.9,13.4,9.2,12.9,period 3
1950,5,9,10.1,19.7,10.4,19.2,period 3
1950,5,10,11,22,10.7,21.4,period 3
1950,5,11,9.1,24.1,8.9,23.4,period 3
1950,5,12,9.2,24.3,9.3,23.4,period 3
1950,5,13,9.1,23.1,9.2,22.8,period 3
1950,5,14,9.6,17.8,9.6,16.9,period 3
1950,5,15,7.5,13.4,7.4,13,period 3
1950,5,16,7,13.1,7.5,13.1,period 3
1950,5,17,6,14.1,6.3,12.9,period 3
1950,5,18,5.9,11.1,6.3,11.1,period 3
1950,5,19,7.3,16.7,7.5,16,period 3
1950,5,20,11,24.4,11.1,23.5,period 3
1950,5,21,11.9,25.2,11.7,25,period 3
1950,5,22,14.9,23,15,22.8,period 3
1950,5,23,6.7,21.9,6.5,20.8,period 3
1950,5,24,10.3,16.2,10.7,16.2,period 3
1950,5,25,9.7,18.7,9.6,18.7,period 3
1950,5,26,10.8,15.8,11,16.1,period 3
1950,5,27,9.9,15.2,9.8,14.5,period 3
1950,5,28,9.3,14.3,9.6,13.9,period 3
1950,5,29,8.2,17.2,8.4,16.5,period 3
1950,5,30,10.2,18.5,10,18,period 3
1950,5,31,10.2,19.1,10.9,17.9,period 3
1950,6,1,7.5,21.4,7.5,20.5,period 3
1950,6,2,9.4,25.3,9.2,24.6,period 3
1950,6,3,12.7,29,12.8,27.2,period 3
1950,6,4,12.8,30.5,13.5,29,period 3
1950,6,5,13.7,30.8,NA,29.5,period 3
1950,6,6,16.2,30.9,16.4,30.1,period 3
1950,6,7,16.5,32.1,17.1,29.9,period 3
1950,6,8,14.7,25.3,14.8,25.7,period 3
1950,6,9,13.4,18.8,13.5,18.2,period 3
1950,6,10,6.4,20.6,6.6,19.3,period 3
1950,6,11,7,21.5,6.6,20.8,period 3
1950,6,12,8.5,25.4,8.5,24.6,period 3
1950,6,13,13.5,24.6,13.6,23.6,period 3
1950,6,14,14.1,17.8,13.9,17.7,period 3
1950,6,15,13.2,17.3,13,17.1,period 3
1950,6,16,6.1,20.2,6.2,18.9,period 3
1950,6,17,6.1,21.5,5.6,20.9,period 3
1950,6,18,11.4,20.3,12.1,19.6,period 3
1950,6,19,8.8,23,8.4,22.2,period 3
1950,6,20,14.3,26.6,14.7,25.4,period 3
1950,6,21,14.1,21.6,14.4,21.2,period 3
1950,6,22,10.9,17.9,10.8,17.5,period 3
1950,6,23,10.7,15.4,10.6,15.3,period 3
1950,6,24,10,20.2,10,19.8,period 3
1950,6,25,13.5,19.4,14.1,18.8,period 3
1950,6,26,9.2,22.5,9.1,21.9,period 3
1950,6,27,15.8,20.2,15.7,20.5,period 3
1950,6,28,16.4,22.3,16.4,21.7,period 3
1950,6,29,14.9,27.9,14.9,27.3,period 3
1950,6,30,15,25.1,15.2,25.4,period 3
1950,7,1,12.4,21.7,12.7,19.9,period 3
1950,7,2,8.7,22.6,8.9,21.7,period 3
1950,7,3,12.1,21.8,12.2,21.6,period 3
1950,7,4,12.3,21.4,12.1,21,period 3
1950,7,5,14.9,20.2,15.1,19.9,period 3
1950,7,6,14.6,21.6,14.5,20.6,period 3
1950,7,7,15,21.3,15.1,21,period 3
1950,7,8,10.5,24.3,10.3,23.8,period 3
1950,7,9,14.1,28.1,15.6,27.7,period 3
1950,7,10,15.2,25.6,15.2,25,period 3
1950,7,11,12.9,18.3,12.7,18,period 3
1950,7,12,13.1,19.6,13,18.8,period 3
1950,7,13,9.3,23.2,9.6,22.7,period 3
1950,7,14,14.7,20.2,14.8,20,period 3
1950,7,15,11.9,22.9,12,22.2,period 3
1950,7,16,15,22.9,15.3,22.7,period 3
1950,7,17,11.3,20.5,11.4,19.9,period 3
1950,7,18,11.4,22.2,11.4,21.8,period 3
1950,7,19,17.3,21,17.4,20.7,period 3
1950,7,20,17,25.6,16.9,24.8,period 3
1950,7,21,17.1,27.2,16.6,26.8,period 3
1950,7,22,15.3,24.3,15.5,23.3,period 3
1950,7,23,16.1,21.6,16.2,21.8,period 3
1950,7,24,14.3,19.3,14.5,18.9,period 3
1950,7,25,13.2,20.8,13.5,20.3,period 3
1950,7,26,14.1,21.7,14.4,21.1,period 3
1950,7,27,11.3,22.3,11.9,21.6,period 3
1950,7,28,8.3,23.7,9.1,22.9,period 3
1950,7,29,12.3,20.3,12.4,19.8,period 3
1950,7,30,7.9,21,8.3,19.6,period 3
1950,7,31,13.9,20.6,13.8,20,period 3
1950,8,1,14.1,21.1,14.1,20.7,period 3
1950,8,2,11.2,19.2,11.1,18.6,period 3
1950,8,3,11,17.2,10.9,17.3,period 3
1950,8,4,12.5,21.2,13,20.7,period 3
1950,8,5,13.6,24.8,13.7,24,period 3
1950,8,6,13.1,25.4,13.4,25.5,period 3
1950,8,7,12.9,25.7,13.1,25.3,period 3
1950,8,8,13.9,26.1,14.1,25.9,period 3
1950,8,9,15.9,28.8,16.2,27.5,period 3
1950,8,10,14.4,22.2,14.7,22,period 3
1950,8,11,12.9,23.1,13.1,21.8,period 3
1950,8,12,11.1,22.7,11.1,22.4,period 3
1950,8,13,15.8,19.1,15.9,19.2,period 3
1950,8,14,11.7,23,11.8,21.9,period 3
1950,8,15,10.9,21.9,10.9,21.4,period 3
1950,8,16,14.8,18.3,14.7,18.5,period 3
1950,8,17,8,20.7,8.1,19.7,period 3
1950,8,18,11,18.3,11.1,17.7,period 3
1950,8,19,9.6,21,9.5,20,period 3
1950,8,20,9.4,22.5,9.5,21.9,period 3
1950,8,21,13.9,28,13.8,27.7,period 3
1950,8,22,14.1,22.8,14.5,22.4,period 3
1950,8,23,14.7,27,15,26.3,period 3
1950,8,24,12.9,23.3,13,22.6,period 3
1950,8,25,10.8,22,10.6,21.1,period 3
1950,8,26,12.9,25,12.9,24.5,period 3
1950,8,27,13.2,21.6,13.4,20.9,period 3
1950,8,28,13.1,23.3,13.1,22.8,period 3
1950,8,29,14.4,19.8,14.6,20,period 3
1950,8,30,9.4,21.1,9.8,20.6,period 3
1950,8,31,13.9,20.2,13.8,19.7,period 3
